id,ua_browser,ua_mobile,client,ordertotal,totalitems,partialip,productid,productname
,Chrome,FALSE,targetcom,9.99,1,50.131.54,14738971,Flex Fit Tall Kitchen Drawstring Bags - 13 gal - 65 ct - up &amp; up&amp;trade;
,Chrome,FALSE,targetcom,127.97,2,69.35.226,11668706,Outdoor Reversible Conversation/Deep Seating Cushion - Blue/White Floral
,Chrome,FALSE,targetcom,113.94,3,32.209.206,50969169,Twill Light Blocking Curtain Panel - Pillowfort&amp;trade;
,Other,FALSE,targetcom,18.78,2,184.101.131,13560897,Masterlock Cable And Key 5-ft.
,Chrome,FALSE,targetcom,32.27,4,24.16.62,13991497,Munchkin Arm &amp; Hammer Diaper Bag Dispenser Refills
,Chrome,FALSE,targetcom,34.66,3,72.223.32,11292425,Purina Tidy Cats Clumping Cat Litter Instant Action for Multiple Cats 35 lb. Box
,Chrome,FALSE,targetcom,250,5,72.66.102,15014121,$50 iTunes Code (email delivery)
,Chrome,FALSE,targetcom,12.99,1,68.33.74,17209414,Star Wars E7 Lead Villain Extend Lightsaber
,IE,FALSE,targetcom,53.98,1,72.84.186,50817993,Natalie Printed Diamond Kitchen Tier
,Chrome,FALSE,targetcom,29.98,3,65.24.171,14714006,Promotional Gift Card $5
,Safari,FALSE,targetcom,74.97,1,72.218.79,14951512,Medallion Curtain Panel - Threshold&amp;trade;
,Chrome,FALSE,targetcom,63.85,5,96.28.132,14535507,TheraPearl Reusable Eye-ssential Hot &amp; Cold Mask
,Chrome,FALSE,targetcom,253.35,5,201.229.125,17353752,Room Essentials&amp;trade; Oversized Quilted Jersey Pillow (24x24&amp;quot;)
,Firefox,FALSE,targetcom,61.28,7,69.123.220,14510894,Loperamide HCI 2 mg Softgels - 48 ct - up &amp; up&amp;trade;
,Chrome,FALSE,targetcom,232.94,4,68.5.172,12833835,"Crock-Pot&amp;#174; 7-Quart Manual Slow Cooker, Silver, SCV700-SS"
,Chrome,FALSE,targetcom,27.18,3,50.255.124,14714006,Promotional Gift Card $5
,Safari,FALSE,targetcom,299.9,11,172.249.161,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,32.57,4,68.70.49,50857178,"Raw Sugar Cacao, Green Coffee Bean &amp; Sea Salt Sugar Scrub - 20 Fl Oz"
,Safari,FALSE,targetcom,30.01,7,72.193.193,17056186,SEVENTH GENERATION 65 floz Fresh Dishwasher Detergents
,Chrome,FALSE,targetcom,31.16,4,104.138.210,21495321,Scotch-Brite Extreme Scrub Dishwand
,Safari,FALSE,targetcom,319.96,1,73.230.248,17362003,Brookline Tufted Dining Chair - Threshold&amp;trade;
,Chrome,FALSE,targetcom,62.64,8,162.199.244,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,69.99,1,108.13.10,15075640,Graco Swing By Me Portable Swing
,Chrome,FALSE,targetcom,62.99,1,68.229.158,15308492,5-Shelf Trestle Bookcase Espresso - Room Essentials&amp;trade;
,Safari,FALSE,targetcom,131.16,6,75.72.216,13660400,Solid Towels - Fieldcrest&amp;trade;
,Safari,FALSE,targetcom,131.16,6,75.72.216,13660400,Solid Towels - Fieldcrest&amp;trade;
,Chrome,FALSE,targetcom,119.96,1,97.98.147,14368563,Threshold&amp;trade; Uptown Stripe Light Blocking Curtain Panel
,Safari,FALSE,targetcom,26.17,3,68.54.121,14659672,Travalo Refillable Perfume Spray - Perfect Pink
,Safari,FALSE,targetcom,26.17,3,68.54.121,14659669,Travalo Refillable Perfume Spray - Bold Gold
,Chrome,FALSE,targetcom,40.53,3,72.66.74,12082571,Aveeno Baby Daily Moisture Lotion - 18 oz.
,Safari,FALSE,targetcom,17.38,1,72.69.94,12794405,Ball&amp;#174; Set of 12 1 Pint (16 oz.) Regular Mouth Canning Jars
,Chrome,FALSE,targetcom,126.76,4,98.240.141,11056288,Similac&amp;#174; Advance Organic Powder - 1.45lb
,Chrome,FALSE,targetcom,80.99,1,107.152.11,16620834,Pleated Duvet Set - Nate Berkus&amp;trade;
,Chrome,FALSE,targetcom,3.69,1,68.46.169,15134722,Ball&amp;#174; Set of 8 Wide Mouth Plastic Storage Caps
,Other,FALSE,targetcom,324.99,2,50.255.191,18830633,Target 2-Year Home Appliance Protection Plan
,Chrome,FALSE,targetcom,55.98,2,24.57.213,44370816,Multi Floral Printed Comforter Set Multicolor - Xhilaration&amp;trade;
,Chrome,FALSE,targetcom,84.95,5,76.14.244,49141178,Evergreen Lux Ombre Beach Towel for Two - Blue
,Chrome,FALSE,targetcom,51.87,13,73.42.223,14782765,Gerber 2nd Foods - Beef &amp; Beef Gravy 2.5 oz
,Chrome,FALSE,targetcom,36.99,1,63.229.16,21450343,Rise of the Tomb Raider (Xbox One)
,Other,FALSE,targetcom,244.99,1,73.24.159,50599689,Threshold&amp;trade; Belfast Accent Rug
,Chrome,FALSE,targetcom,25.07,4,73.92.192,50357518,Rimmel Lasting Finish by Kate Matte
,Firefox,FALSE,targetcom,30.08,2,72.235.129,14353108,Easy Care Sheet Set - Room Essentials&amp;trade;
,Safari,FALSE,targetcom,55.86,5,71.93.209,14714006,Promotional Gift Card $5
,Safari,FALSE,targetcom,60.76,4,83.117.143,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,70.98,2,71.87.24,44370816,Multi Floral Printed Comforter Set Multicolor - Xhilaration&amp;trade;
,Chrome,FALSE,targetcom,34.97,2,71.193.64,14714006,Promotional Gift Card $5
,Other,FALSE,targetcom,41.99,3,104.53.180,14714006,Promotional Gift Card $5
,IE,FALSE,targetcom,314.77,18,67.1.103,14504256,
,Safari,FALSE,targetcom,39.99,1,66.91.112,51040361,INTIMINA Size A Lily Cup Menstrual Cup  - 1 Count
,Chrome,FALSE,targetcom,19.99,1,104.172.67,17209842,MAM Baby 0+ Months Bottles and Pacifiers Gift Set 6-pc
,Chrome,FALSE,targetcom,41.98,1,97.98.227,50599689,Threshold&amp;trade; Belfast Accent Rug
,Firefox,FALSE,targetcom,127.4,1,82.234.132,14685423,Linden 2-Piece Sling Dining Chair Set - Threshold&amp;trade;
,Safari,FALSE,targetcom,55.86,5,71.93.209,14441511,Camille Rose Almond Jai Butter 8 oz
,Chrome,FALSE,targetcom,229.98,2,104.129.196,50791576,Fitbit Alta Activity and Sleep Tracker
,Chrome,FALSE,targetcom,36.98,2,73.151.93,50189153,Bear Nightlight White - Pillowfort&amp;trade;
,Chrome,FALSE,targetcom,114.98,2,98.14.38,15132080,Xbox One Kinect TV Mount (Xbox One)
,Firefox,FALSE,targetcom,7.98,1,71.60.99,13075332,TRESemme Thermal Creations Heat Tamer Spray 8 oz
,Safari,FALSE,targetcom,61.72,3,69.141.149,50235918,Doormat Anchor Coir Navy 18&amp;quot;x30&amp;quot;- Threshold&amp;trade;
,Chrome,FALSE,targetcom,78.97,3,73.227.191,21503569,"Nickelodeon, Paw Patrol - Rescue Racers 3pk Vehicle Set Chase, Zuma, Ryder"
,Other,FALSE,targetcom,38.98,2,71.121.176,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,21.87,4,50.187.4,14972515,Pedigree Chopped Beef Meaty Ground Dinner Wet Dog Food 13.2 oz
,Chrome,FALSE,targetcom,49.99,1,74.90.189,50253251,6-Cube Organizer Shelf 13&amp;quot; - Threshold&amp;trade;
,Chrome,FALSE,targetcom,56.94,2,99.101.57,11292429,Purina Tidy Cats Clumping Cat  Litter 24/7 Performance for Multiple Cats 35 lb. Pail
,Other,FALSE,targetcom,55.77,3,64.33.141,13994779,Squish 4 Quart Collapsible Colander
,Chrome,FALSE,targetcom,45.98,3,71.52.232,14714006,Promotional Gift Card $5
,Safari,FALSE,targetcom,337.49,1,162.233.66,50807839,Chambers Headboard Microsuede - Skyline Furniture
,Chrome,FALSE,targetcom,32.95,5,69.122.170,15732164,Tissue Paper Spritz&amp;trade;
,Firefox,FALSE,targetcom,449.45,4,75.166.10,14341695,Rolston 2-Piece Outdoor Seat &amp; Back Replacement Chair/Loveseat Cushion Set
,Chrome,FALSE,targetcom,110.48,2,174.103.150,51078044,Linen Hem Stitch Bedskirt - Fieldcrest&amp;trade;
,Chrome,FALSE,targetcom,261.89,7,24.217.175,14217233,Performance 400 Thread Count Sheet Set - Solid - Threshold&amp;trade;
,Chrome,FALSE,targetcom,129.96,3,173.168.86,50677221,Plum Organics Infant Formula - 21oz
,Other,FALSE,targetcom,35.98,2,69.125.98,14152223,Threshold&amp;trade; Vintage Glass Beverage Dispenser
,Chrome,FALSE,targetcom,34.04,2,42.112.159,14714006,Promotional Gift Card $5
,IE,FALSE,targetcom,68.97,1,73.190.235,14695623,Purina ONE Indoor Advantage Adult Premium Cat Food 16 lb. Bag
,Chrome,FALSE,targetcom,23.37,5,73.163.82,13673966,Small (13-qt.) Brine Plastic Waste Basket - Room Essentials&amp;trade;
,Firefox,FALSE,targetcom,51.49,2,108.81.234,15030362,Blowfish Birthday Gift Card
,Safari,FALSE,targetcom,29.99,1,70.186.209,16649247,Wastebasket Rounded Square Brushed Nickel - Threshold&amp;trade;
,Chrome,FALSE,targetcom,26.95,5,173.22.216,16224459,Stainless Steel Ladle - Threshold&amp;trade;
,Chrome,FALSE,targetcom,93.94,4,104.53.148,16999575,Cooling Rack - Threshold&amp;trade;
,Chrome,FALSE,targetcom,39.36,4,24.231.249,15023866,Ultra Thin Super Absorbancy Maxi Pads with Wings - Long - 44 ct - up &amp; up&amp;trade;
,Safari,FALSE,targetcom,132.96,2,38.88.232,14714009,Promotional Gift Card $25
,Chrome,FALSE,targetcom,30.57,3,97.75.244,14408287,Leslie Sansone: Just Walk - Belly Blasting Walk
,Chrome,FALSE,targetcom,157.98,8,24.22.156,50298460,Babymoov Lovenest - Ivory
,Firefox,FALSE,targetcom,34.98,2,73.11.82,14714006,Promotional Gift Card $5
,Firefox,FALSE,targetcom,34.98,2,73.11.82,50225433,Tide PODS + Febreze 4 in 1 Odor Defense Active Fresh Scent Laundry Detergent Pacs - 43 Count
,Chrome,FALSE,targetcom,32.59,5,190.235.135,14708711,"Orbit White Spearmint Sugarfree Gum, Multipack (3 packs total)"
,Chrome,FALSE,targetcom,850,2,189.149.0,51121070,Thank You 100% Gift Card
,Safari,FALSE,targetcom,39,2,205.178.27,14714006,Promotional Gift Card $5
,Firefox,FALSE,targetcom,16.32,4,24.233.122,12302630,Neosporin 24 Hour Infection Protection Pain Relief Ointment - 0.5 oz
,Safari,FALSE,targetcom,25,1,71.90.103,17213812,Puppy with Bullseye GiftCard
,Chrome,FALSE,targetcom,49.99,1,68.50.236,14024609,Sunbeam&amp;#174; 4 Qt. Ice Cream Wooden Bucket - FRSBWDBK
,Other,FALSE,targetcom,38.99,2,68.60.144,14225598,La Roche Posay Anthelios 50 Tinted Mineral Ultra Light Sunscreen Fluid 1.7 oz
,Chrome,FALSE,targetcom,30,1,67.149.245,50331986,20ct String Lights Red-White and Blue - Room Essentials&amp;trade;
,Chrome,FALSE,targetcom,42.38,2,24.53.69,50335768,O-Cedar Easy Wring Spin Mop Refill- White
,Chrome,FALSE,targetcom,22.58,2,98.210.11,21505475,LEGO&amp;#174; Super Heroes Carnage Shield Attack 76036
,Chrome,FALSE,targetcom,14.98,2,72.89.185,14773010,Fisher Price Brilliant Basics Rock-A-Stack
,Chrome,FALSE,targetcom,89.99,1,104.230.108,46783029,Wine Enthusiast 8 Bottle Touchscreen Wine Refrigerator - Black 272030108
,Safari,FALSE,targetcom,69.99,1,74.111.2,10442619,Suncast Deck Box with Wheels Taupe/Brown - 73 Gallon
,Chrome,FALSE,targetcom,19.99,1,72.81.139,21501295,Marvel Captain America: Civil War Scope Vision Helmet
,Chrome,FALSE,targetcom,19.98,1,70.126.237,15187335,Thermal Curtain Panel - Room Essentials&amp;trade;
,Chrome,FALSE,targetcom,41.57,3,75.139.153,11139067,Mederma Cream with SPF 30 Treatment - 20g
,Chrome,FALSE,targetcom,34.99,1,99.10.253,17319993,Brass and Marble Box Accent Lamp - Threshold&amp;trade;
,IE,FALSE,targetcom,128.96,2,67.244.5,14714009,Promotional Gift Card $25
,Safari,FALSE,targetcom,27.27,2,50.128.184,50564989,Medallion Rubber Doormat 18&amp;quot;x30&amp;quot; Multicolored - Room Essentials&amp;trade;
,Safari,FALSE,targetcom,49.99,1,46.101.102,14979083,PlayStation Plus 1 Year Subscription (email delivery)
,Chrome,FALSE,targetcom,8.29,1,108.19.109,12859658,Stella Shower Curtain Hooks - Red
,Chrome,FALSE,targetcom,29.99,2,75.84.183,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,365.97,3,189.5.64,15257266,Swift Futon Slate Gray - Threshold&amp;trade;
,Firefox,FALSE,targetcom,68.69,3,98.201.118,,
,Firefox,FALSE,targetcom,99.15,5,207.119.231,14212549,Pyrex 2cp Measuring Cup with Lid
,Chrome,FALSE,targetcom,157.98,8,24.22.156,16532918,Honest Company Baby Wipes - 288 Count
,Safari,FALSE,targetcom,68.32,4,108.39.159,14942426,Bath Towels - Nate Berkus&amp;trade;
,Firefox,FALSE,targetcom,148.5,9,72.168.128,15414511,Spectrum Euro Flat Napkin Holder - Satin Nickel
,Chrome,FALSE,targetcom,31.99,1,50.156.147,16786506,Bebe Au Lait Nursing Cover Muslin Manresa
,Chrome,FALSE,targetcom,15.99,1,68.4.187,12964915,Scott 1000 Septic-Safe Toilet Paper 24 Regular Rolls
,Chrome,FALSE,targetcom,48.99,1,73.167.20,23950218,Safavieh Penhurst Rug
,Chrome,FALSE,targetcom,13.99,1,173.169.44,14172082,Threshold&amp;trade; Porcelain Pitcher - White
,Chrome,FALSE,targetcom,127.77,6,74.110.139,15414462,Huggies Little Snugglers Diapers Giant Pack (Select Size)
,Firefox,FALSE,targetcom,46.08,14,68.101.176,14777923,Low Sodium Corn 15.25 oz - Market Pantry&amp;trade;
,Safari,FALSE,targetcom,9.59,1,173.52.213,50414173,Aloha True Vanilla Bean Plant-Based Protein Powder - 5 Count
,Chrome,FALSE,targetcom,87.28,6,71.85.197,14174648,Performance Solid Bath Towels - Threshold&amp;trade;
,Firefox,FALSE,targetcom,25.71,3,73.23.188,14714006,Promotional Gift Card $5
,Safari,FALSE,targetcom,314.93,7,73.170.89,50671887,Room Essentials&amp;trade; Large Round Woven Bin - Navy with Wood
,Chrome,FALSE,targetcom,48.47,8,75.72.82,14714006,Promotional Gift Card $5
,Firefox,FALSE,targetcom,300,1,23.122.56,47984832,Disney Gift Card - $100
,Chrome,FALSE,targetcom,65.99,1,73.13.51,14218505,Radio Flyer Kids 4 in Trike Pink
,Chrome,FALSE,targetcom,26.35,3,68.174.244,12746774,Listerine&amp;#174;&amp;nbsp; Freshburst&amp;#174;&amp;nbsp; Antiseptic Mouthwash 1.5L
,Safari,FALSE,targetcom,172.76,5,68.174.66,15155162,BOOMco. Dual Defenders Blaster
,Chrome,FALSE,targetcom,44.99,1,173.73.83,50186642,Bright Starts&amp;trade; Peek-a-Zoo&amp;trade; 3-in-1 Baby to Big Kid Rocker&amp;trade;
,IE,FALSE,targetcom,170.98,1,63.202.114,14604269,Brookline Tufted 25&amp;quot; Counter Stool Hardwood - Threshold&amp;trade;
,IE,FALSE,targetcom,89.95,2,184.89.208,17478763,Woven Storage Bin Large White - Pillowfort&amp;trade;
,IE,FALSE,targetcom,79.98,2,161.225.196,17104272,Elite Performance Quarter Zip
,Chrome,FALSE,targetcom,43.98,2,74.126.6,17078389,Fisher-Price Laugh &amp; Learn Smart Stages Scooter
,Firefox,FALSE,targetcom,46.08,14,68.101.176,14771988,Goya Black Beans 15.5 oz
,Safari,FALSE,targetcom,11.58,1,97.107.41,14440330,GE Indoor Mechanical Timer 24hr with 1 Outlet
,Chrome,FALSE,targetcom,75.94,5,24.194.185,50396285,Maternity Spacedye Tank Dress - Liz Lange&amp;#174; for Target
,Firefox,FALSE,targetcom,40.98,3,71.200.65,14998366,Weber Original&amp;trade; Bear Claw Shredders
,Firefox,FALSE,targetcom,39.85,7,108.49.251,14950944,Playtex Baby Medium Flow Baby Bottle Nipples Variety Pack 4 Pack
,Chrome,FALSE,targetcom,19.99,1,73.245.166,50541965,Wemco Can Crusher - Multicolored
,Firefox,FALSE,targetcom,28.98,3,76.241.53,10910276,Olay Regenerist Sculpting Face Cream
,Chrome,FALSE,targetcom,31.96,1,23.125.196,17342330,Room Essentials&amp;trade;  Chesapeake Valance
,Firefox,FALSE,targetcom,33.87,13,86.184.67,23974600,"Plastic Folders with Prongs, 9&amp;quot; x 11.75&amp;quot;, 2 Pocket - up &amp; up&amp;#174;"
,Chrome,FALSE,targetcom,200,3,85.64.113,16198868,T-Mobile $80 Prepaid Card (email delivery)
,Chrome,FALSE,targetcom,26.73,6,75.136.38,16874500,Maybelline&amp;#174; FIT ME!&amp;#174; Matte + Poreless Powder
,Chrome,FALSE,targetcom,128.97,4,108.184.6,14810265,Pampers Baby Dry Diapers Economy Plus Pack (Select Size)
,Firefox,FALSE,targetcom,42.38,2,76.6.155,15266115,VTech&amp;#174; Go! Go! Smart Wheels Spinning Spiral Tower Playset
,Chrome,FALSE,targetcom,137.95,4,73.215.254,16532918,Honest Company Baby Wipes - 288 Count
,Safari,FALSE,targetcom,93.6,5,76.16.138,14579711,Oxo Stainless Steel Paper Towel Holder
,Other,FALSE,targetcom,53.57,2,63.143.198,14576052,Threshold&amp;trade; Juniper Pine Mottled 3x6
,Chrome,FALSE,targetcom,26.62,5,156.111.111,12960647,"Kashi&amp;#174; GoLean&amp;#174; Fiber Twigs, Soy Protein Grahams, and Honey Puff Cereal 14.1 oz"
,Chrome,FALSE,targetcom,223.79,8,73.151.183,16750546,LEGO&amp;#174; City Great Vehicles Racing Bike Transporter 60084
,Safari,FALSE,targetcom,64.95,3,204.210.203,15008910,Maternity Fashion Tank Top-Liz Lange&amp;#174; for Target&amp;#174;
,Chrome,FALSE,targetcom,185.98,11,158.222.143,13586730,e.l.f. Studio Make-up Remover Cleansing Cloths
,Chrome,FALSE,targetcom,45,5,98.255.252,14778534,Sunbelt Bakery Fudge Dipped Coconut Granola Bars 10 ct
,Safari,FALSE,targetcom,238.8,9,99.9.40,16696410,Safavieh 2 Pack Teddy Pillow - Blue (22&amp;quot;x22&amp;quot;)
,IE,FALSE,targetcom,23.38,1,166.177.123,10740844,10ct Decorative String Lights-Iridescent Tear Drop Plastic Cover - Threshold&amp;trade;
,Chrome,FALSE,targetcom,408.66,12,96.252.116,14045409,Seventh Generation Free &amp; Clear Baby Diapers (Select Size)
,Chrome,FALSE,targetcom,64.98,2,104.188.159,13951116,Baby Einstein Sea Dreams Soother
,Safari,FALSE,targetcom,159.28,6,217.164.17,16691263,Hand Towel Yellow Pleat Stripe - Threshold&amp;trade;
,Chrome,FALSE,targetcom,28.95,2,73.164.138,50538300,Yellow Floral Tablecloth - Threshold&amp;trade;
,Chrome,FALSE,targetcom,273.25,20,68.189.67,15357841,Ziploc Freezer Gallon Bags
,Chrome,FALSE,targetcom,199.99,1,99.127.133,14599840,Duke Blue Devils Canopy Tent
,Safari,FALSE,targetcom,4.49,1,99.189.133,12708369,Repel Lemon Eucalyptus Insect Repellent Spray
,Chrome,FALSE,targetcom,40.48,2,66.31.180,51238730,"Rachael Ray Nutrish Natural Dry Dog Food, Chicken &amp; Veggies Recipe"
,IE,FALSE,targetcom,141.56,4,50.32.201,13712146,300 Thread Count Organic Cotton Sheet Set Threshold&amp;trade;
,Firefox,FALSE,targetcom,105.96,4,184.8.200,50662330,Regular Outfit Pineapple Dress - Our Generation&amp;trade;
,Chrome,FALSE,targetcom,130.44,3,184.1.230,15121671,Diapers Bulk Plus Pack (Select Size) - up &amp; up&amp;trade;
,Chrome,FALSE,targetcom,25.33,4,108.218.230,13970545,Suave Max Hold Non Aerosol Hairspray 11 oz
,Chrome,FALSE,targetcom,79.98,2,100.32.116,50078497,UNICEF Kid Power Band &amp;ndash; Star Wars Limited Edition Black
,Chrome,FALSE,targetcom,300,2,75.108.2,17374312,Southwest Airlines $200 (Email Delivery)
,Chrome,FALSE,targetcom,51.87,13,73.42.223,14783256,"Gerber 2nd Foods, Macaroni and Cheese with Vegetables - 4oz 2pk"
,Safari,FALSE,targetcom,129.96,5,73.229.3,16574179,Diapers Giant Pack (Select Size) - up &amp; up&amp;trade;
,Firefox,FALSE,targetcom,189.69,5,98.112.47,16642014,Elite Home Down Alternative Microfiber Blanket
,IE,FALSE,targetcom,314.77,18,67.1.103,16860615,Pom Poko [2 Discs] [Blu-ray/DVD]
,Mobile Safari,TRUE,targetcom,18.99,1,142.197.185,12823336,Scosche FM Transmitter Flex Neck (FMTD3 to FMTD3R)
,Firefox,FALSE,targetcom,52.06,3,75.72.2,14245740,Life Gear Carabiner with LED Flashlight
,Other,FALSE,targetcom,44.98,1,184.57.159,39600236,Embellished Medallion Square Decorative Pillow (18&amp;quot;x18&amp;quot;) Cream - Threshold&amp;trade;
,Firefox,FALSE,targetcom,33.87,13,86.184.67,14395396,"EXPO&amp;#174; Dry Erase Marker, Bold Tip, 4ct - Black"
,Chrome,FALSE,targetcom,150,3,68.228.37,15031044,3D Gracias Digital Exclusive Gift Card
,Chrome,FALSE,targetcom,55.97,2,70.192.6,15742317,Comfort Rx Gel Foam 2&amp;quot; Topper
,Safari,FALSE,targetcom,14.99,1,68.58.114,14331505,Brita Pitcher Filter Refills
,Chrome,FALSE,targetcom,22.58,2,70.122.243,14714006,Promotional Gift Card $5
,Firefox,FALSE,targetcom,70.38,2,75.20.133,17123510,Graco Backless TurboBooster Car Seat
,Other,FALSE,targetcom,179.99,1,24.11.136,15286335,Graco&amp;#174; FastAction Fold&amp;#174; Click Connect&amp;trade; Travel System
,Chrome,FALSE,targetcom,22.58,2,70.122.243,11031104,"Schiff Glucosamine 1500mg Plus MSM 1500mg and Hyaluronic Acid, Joint Supplement, 150 Count"
,Chrome,FALSE,targetcom,30.99,2,104.235.111,50651471,Boys Black Space Cat Tee
,Safari,FALSE,targetcom,3.58,1,99.18.17,11088889,Wood Clothespins 50&amp;#45;pk&amp;#46; &amp;#45; Natural
,Chrome,FALSE,targetcom,870.09,18,50.143.184,13999160,Bounce Free &amp; Gentle Fabric Softener Sheets 200 ct
,Chrome,FALSE,targetcom,157.66,8,68.106.4,13636369,Gain Dishwashing Liquid Apple Berry Twist 24 oz
,Chrome,FALSE,targetcom,34.06,3,24.184.82,13296095,"Woolite Darks Laundry Detergent for HE and Regular Machines, 100 Ounce"
,Chrome,FALSE,targetcom,26.62,5,156.111.111,16398077,Quaker Steel Cut Brown Sugar &amp; Cinnamon Quick 3-Minute Oatmeal 13.5 Ounce
,Safari,FALSE,targetcom,27.49,2,76.114.252,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,223.79,8,73.151.183,49114756,LEGO&amp;#174; City Rally Car 60113
,Chrome,FALSE,targetcom,223.79,8,73.151.183,21505487,LEGO&amp;#174; Ninjago Attack of the Morro Dragon 70736
,Safari,FALSE,targetcom,238.8,9,99.9.40,50671424,Outdoor Decorative Pillow Set Jordan Manufacturing Multi-colored Buff Beige Black Grey
,Chrome,FALSE,targetcom,2000,10,76.174.138,15067896,You are Wonderful Gift Card
,Chrome,FALSE,targetcom,150,2,68.13.44,17213812,Puppy with Bullseye GiftCard
,Chrome,FALSE,targetcom,2000,10,76.174.138,15031045,3D Thanks Gift Card
,IE,FALSE,targetcom,26.98,1,108.161.48,50424834,Glow Solar Lanterns
,Chrome,FALSE,targetcom,29.99,1,73.241.155,14213685,Apple EarPods with Remote and Mic - White (MD827LL/A)
,IE,FALSE,targetcom,43.12,1,74.103.146,14504156,Balance Bar Cookie Dough - 6 Count
,Safari,FALSE,targetcom,159.28,6,217.164.17,14864553,Threshold&amp;trade; Textured Floral Bath Towels
,Firefox,FALSE,targetcom,31.93,2,66.227.176,50652032,16&amp;quot;x20&amp;quot; matted for 11&amp;quot;x14&amp;quot; Gallery Frame
,IE,FALSE,targetcom,170.99,1,108.16.32,50270604,Stacie Modern Open Sofa Table Cappuccino - Furniture of America
,Chrome,FALSE,targetcom,261.89,7,24.217.175,14660046,Raw Edge Quilt - Threshold&amp;trade;
,Chrome,FALSE,targetcom,19.98,2,171.159.64,14910485,Purina Tidy Cats Clumping Cat Litter with Glade Tough Odor Solutions for Multiple Cats 35 lb. Pail
